app,scene,state,uiElement,device,screenMode,栏,variantId,setKey,notes
短信  Messaging,NLC,默认,Fab,FOLD_内屏横屏,LC,L栏,Fab_01：彩色,,
短信  Messaging,NLC,默认,Fab,PAD_竖屏,LC,L栏,标题栏,,
短信  Messaging,NLC,默认,Fab,PAD_横屏,LC,L栏,标题栏,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_01,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_01,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,BottomBar_Showcase_01,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,BottomBar_Showcase_01,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,TopBar_01,,
下载管理 Downloads,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,TopBar_01,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_04,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,NavigationBar_ComponentSet_04,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,TopBar_01 标题栏,,
下载管理 Downloads,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,TopBar_01 标题栏,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_04,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,NavigationBar_ComponentSet_04,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,NavigationBar_ComponentSet_10,,
小米换机 Mi Mover,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,NavigationBar_ComponentSet_10,,
天气 Weather,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,NavigationBar_ComponentSet_Weather_01,,
天气 Weather,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,NavigationBar_ComponentSet_Weather_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_Fab_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_横屏,,全栏,BottomBar_Showcase_Fab_02,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_Fab_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,横屏,全栏,BottomBar_Showcase_Fab_02,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,BottomBar_Showcase_Fab_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,BottomBar_Showcase_Fab_02,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NC,全栏,Sidebar_Component_PAD_NLC_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,TopBar_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NC,全栏,Sidebar_Component_PAD_NLC_01,,
相册 Gallery,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,TopBar_01,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,FOLD_外屏,横屏,全栏,NavigationBar_ComponentSet_04,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_04,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,NavigationBar_ComponentSet_04,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_竖屏,NC,N栏,NavigationBar_ComponentSet_12,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_竖屏,NC,C栏,NavigationBar_ComponentSet_10,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,TopBar_01 标题栏,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_横屏,NC,N栏,NavigationBar_ComponentSet_12,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_横屏,NC,C栏,NavigationBar_ComponentSet_10,,
相册 Gallery,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,TopBar_01 标题栏,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PHONE_横屏,,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,FOLD_外屏,横屏,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,C,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,C,全栏,Fab_01：白色,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NC,C栏,NavigationBar_ComponentSet_07,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PAD_竖屏,C,全栏,TopBar_01 搜索图标,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PAD_横屏,NC,C栏,NavigationBar_ComponentSet_07,,
相册 Gallery,NLC,默认,搜索栏 SearchBar,PAD_横屏,C,全栏,TopBar_01 搜索图标,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_10,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_15,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_15,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,NavigationBar_ComponentSet_15,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,NavigationBar_ComponentSet_10,,
手机管家 Security,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,NavigationBar_ComponentSet_10,,
