app,scene,state,uiElement,device,screenMode,栏,variantId,setKey,notes
待办 Tasks,NLC,默认,Fab,PAD_竖屏,NLC收起,C栏,Fab_00,,
待办 Tasks,NLC,默认,Fab,PAD_横屏,NLC,C栏,Fab_00,,
待办 Tasks,NLC,默认,Fab,PAD_横屏,NLC收起,C栏,Fab_00,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,FOLD_外屏,竖屏,全栏,DetailTask_00,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,FOLD_内屏竖屏,LC,C栏,DetailTask_01,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,FOLD_内屏横屏,LC,C栏,DetailTask_01,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,PAD_竖屏,NLC,C栏,DetailTask_01,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,PAD_竖屏,NLC收起,C栏,DetailTask_01,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,PAD_横屏,NLC,C栏,DetailTask_01,,
待办 Tasks,NLC,默认,待办详情 DetailTask / NLC,PAD_横屏,NLC收起,C栏,DetailTask_01,,
录音 Recorder,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,L栏,Sidebar_Component_Fold_LC_Fab_01,,
录音 Recorder,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,L栏,Sidebar_Component_Fold_LC_Fab_01,,
录音 Recorder,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,LC,L栏,Sidebar_Component_PAD_LC_Fab_01,,
录音 Recorder,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,LC,L栏,Sidebar_Component_PAD_LC_Fab_01,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,LC,L栏,NavigationBar_ComponentSet_04,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,LC,C栏,NavigationBar_ComponentSet_04,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,LC,L栏,NavigationBar_ComponentSet_04,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,LC,C栏,NavigationBar_ComponentSet_04,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,PAD_竖屏,LC,L栏,NavigationBar_ComponentSet_01,,
录音 Recorder,NLC,默认,标题栏 NavigationBar,PAD_横屏,LC,L栏,NavigationBar_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,PHONE_竖屏,,全栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,FOLD_外屏,竖屏,全栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,FOLD_内屏竖屏,LC,全栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,FOLD_内屏横屏,LC,全栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,PAD_竖屏,LC,L栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,标签栏 SelectableChip,PAD_横屏,LC,L栏,SelectableChip_ComponentSet_01,,
录音 Recorder,NLC,默认,Fab,PHONE_竖屏,,全栏,Fab_Rec_01：彩色,,
录音 Recorder,NLC,默认,Fab,FOLD_外屏,竖屏,全栏,Fab_Rec_01：彩色,,
录音 Recorder,NLC,默认,Fab,FOLD_内屏竖屏,LC,L栏,Fab_Rec_01：彩色,,
录音 Recorder,NLC,默认,Fab,FOLD_内屏横屏,LC,L栏,Fab_Rec_01：彩色,,
录音 Recorder,NLC,默认,Fab,PAD_竖屏,LC,L栏,Fab_Rec_01：彩色,,
录音 Recorder,NLC,默认,Fab,PAD_横屏,LC,L栏,Fab_Rec_01：彩色,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,TopBar_01,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,TopBar_01 标题栏,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,TopBar_01 标题栏,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,TopBar_01 标题栏,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,TopBar_01 标题栏,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,TopBar_01 标题栏,,
计算器 Calculator,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,TopBar_01 标题栏,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_01,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_01,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,TopBar_Calendar_01,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,TopBar_Calendar_01,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,TopBar_Calendar_01,,
日历 Calendar,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,TopBar_Calendar_01,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_Calendar_01,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_Calendar_01,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,TopBar_Calendar_01 标题栏,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,TopBar_Calendar_01 标题栏,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,TopBar_Calendar_01 标题栏,,
日历 Calendar,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,TopBar_Calendar_01 标题栏,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_01,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_01,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,BottomBar_Showcase_01,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,BottomBar_Showcase_01,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,TopBar_01,,
时钟 Clocks,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,TopBar_01,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_Calendar_01,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_04,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,NavigationBar_ComponentSet_04,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,TopBar_01 标题栏,,
时钟 Clocks,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,TopBar_01 标题栏,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_01,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_01,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,C,全栏,BottomBar_Showcase_01,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,C,全栏,不存在,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,C,全栏,不存在,,
指南针 Compass,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,C,全栏,不存在,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_10,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_10,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,C,全栏,NavigationBar_ComponentSet_10,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,C,全栏,不存在,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,PAD_竖屏,C,全栏,不存在,,
指南针 Compass,NLC,默认,标题栏 NavigationBar,PAD_横屏,C,全栏,不存在,,
设置 Settings,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,全栏,LC栏,,
设置 Settings,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,全栏,LC栏,,
设置 Settings,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,LC,全栏,LC栏,,
设置 Settings,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,LC,全栏,LC栏,,
设置 Settings,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
设置 Settings,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
设置 Settings,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,LC,L栏,NavigationBar_ComponentSet_04,,
设置 Settings,NLC,默认,标题栏 NavigationBar,FOLD_内屏竖屏,LC,C栏,NavigationBar_ComponentSet_04,,
设置 Settings,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,LC,L栏,NavigationBar_ComponentSet_04,,
设置 Settings,NLC,默认,标题栏 NavigationBar,FOLD_内屏横屏,LC,C栏,NavigationBar_ComponentSet_04,,
设置 Settings,NLC,默认,标题栏 NavigationBar,PAD_竖屏,LC,L栏,NavigationBar_ComponentSet_01,,
设置 Settings,NLC,默认,标题栏 NavigationBar,PAD_竖屏,LC,C栏,NavigationBar_ComponentSet_07,,
设置 Settings,NLC,默认,标题栏 NavigationBar,PAD_横屏,LC,L栏,NavigationBar_ComponentSet_01,,
设置 Settings,NLC,默认,标题栏 NavigationBar,PAD_横屏,LC,C栏,NavigationBar_ComponentSet_07,,
设置 Settings,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,SearchBar_ComponentSet_02,,
设置 Settings,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,SearchBar_ComponentSet_02,,
设置 Settings,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,LC,L栏,SearchBar_ComponentSet_02,,
设置 Settings,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,LC,L栏,SearchBar_ComponentSet_02,,
设置 Settings,NLC,默认,搜索栏 SearchBar,PAD_竖屏,LC,L栏,SearchBar_ComponentSet_02,,
设置 Settings,NLC,默认,搜索栏 SearchBar,PAD_横屏,LC,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,隐藏导航栏,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,L栏,BottomBar_Showcase_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,L栏,BottomBar_Showcase_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,LC,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,LC,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,PHONE_竖屏,,全栏,Fab_01：白色,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,FOLD_外屏,竖屏,全栏,Fab_01 变成 拨号盘功能区按钮,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,FOLD_内屏竖屏,LC,C栏,Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,FOLD_内屏横屏,LC,C栏,Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,PAD_竖屏,NLC,C栏,Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,PAD_竖屏,NLC收起,C栏,Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,PAD_横屏,NLC,C栏,Fab_01,,
电话 / 展示拨号键盘 Phone,NLC,默认,Fab,PAD_横屏,NLC收起,C栏,Fab_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_Fab_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_Fab_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,L栏,BottomBar_Showcase_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,L栏,BottomBar_Showcase_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,LC,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,LC,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,PHONE_竖屏,,全栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,FOLD_外屏,竖屏,全栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,FOLD_内屏竖屏,LC,C栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,FOLD_内屏横屏,LC,C栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,PAD_竖屏,NLC,C栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,PAD_竖屏,NLC收起,C栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,PAD_横屏,NLC,C栏,Fab_01：彩色,,
电话 / 收起拨号键盘 Phone / Hide  Number pad,NLC,默认,Fab,PAD_横屏,NLC收起,C栏,Fab_01：彩色,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PHONE_竖屏,,全栏,BottomBar_Showcase_Fab_01,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_外屏,竖屏,全栏,BottomBar_Showcase_Fab_01,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,L栏,BottomBar_Showcase_02,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,L栏,BottomBar_Showcase_02,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC,N栏,Sidebar_Component_PAD_NLC_01,,
联系人 Contacts,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,NLC收起,N栏,Sidebar_Component_PAD_NLC_02,,
联系人 Contacts,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
联系人 Contacts,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,LC,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,LC,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,PAD_竖屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,搜索栏 SearchBar,PAD_横屏,NLC收起,L栏,SearchBar_ComponentSet_02,,
联系人 Contacts,NLC,默认,Fab,PHONE_竖屏,,全栏,Fab_01：彩色,,
联系人 Contacts,NLC,默认,Fab,FOLD_外屏,竖屏,全栏,Fab_01：彩色,,
联系人 Contacts,NLC,默认,Fab,FOLD_内屏竖屏,LC,C栏,Fab_01：彩色,,
联系人 Contacts,NLC,默认,Fab,FOLD_内屏横屏,LC,C栏,Fab_01：彩色,,
联系人 Contacts,NLC,默认,Fab,PAD_竖屏,NLC,L栏,标题栏,,
联系人 Contacts,NLC,默认,Fab,PAD_竖屏,NLC收起,L栏,标题栏,,
联系人 Contacts,NLC,默认,Fab,PAD_横屏,NLC,L栏,标题栏,,
联系人 Contacts,NLC,默认,Fab,PAD_横屏,NLC收起,L栏,标题栏,,
Pad 端联系人 Contacts / Pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,LC,全栏,LC栏,,
Pad 端联系人 Contacts / Pad,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,LC,全栏,LC栏,,
Pad 端联系人 Contacts / Pad,NLC,默认,搜索栏 SearchBar,PAD_竖屏,LC,L栏,SearchBar_ComponentSet_02,,
Pad 端联系人 Contacts / Pad,NLC,默认,搜索栏 SearchBar,PAD_横屏,LC,L栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏竖屏,LC,全栏,LC栏,,
短信  Messaging,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,FOLD_内屏横屏,LC,全栏,LC栏,,
短信  Messaging,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_竖屏,LC,全栏,LC栏,,
短信  Messaging,NLC,默认,顶部导航栏 TopBar 侧边栏 Sidebar 底部导航栏 BottomBar,PAD_横屏,LC,全栏,LC栏,,
短信  Messaging,NLC,默认,标题栏 NavigationBar,PHONE_竖屏,,全栏,NavigationBar_ComponentSet_01,,
短信  Messaging,NLC,默认,标题栏 NavigationBar,FOLD_外屏,竖屏,全栏,NavigationBar_ComponentSet_04,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,PHONE_竖屏,,全栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,FOLD_外屏,竖屏,全栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,FOLD_内屏竖屏,LC,L栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,FOLD_内屏横屏,LC,L栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,PAD_竖屏,LC,L栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,搜索栏 SearchBar,PAD_横屏,LC,L栏,SearchBar_ComponentSet_02,,
短信  Messaging,NLC,默认,Fab,PHONE_竖屏,,全栏,Fab_01：彩色,,
短信  Messaging,NLC,默认,Fab,FOLD_外屏,竖屏,全栏,Fab_01：彩色,,
短信  Messaging,NLC,默认,Fab,FOLD_内屏竖屏,LC,L栏,Fab_01：彩色,,
