app,scene,state,uiElement,device,screenMode,栏,variantId,notes
Weather,NLC,默认,TopBar,手机竖,,全栏,_00,不渲染
Weather,NLC,默认,TopBar,Fold外竖,,全栏,_00,不渲染
Weather,C,默认,TopBar,Fold内竖,C,全栏,_00,不渲染
Weather,C,默认,TopBar,Fold内横,C,全栏,_00,不渲染
Weather,C,默认,TopBar,Pad竖,C,全栏,_00,不渲染
Weather,C,默认,TopBar,Pad横,C,全栏,_00,不渲染
Weather,C,默认,NavigationBar,Pad竖,C,全栏,NavigationBar_ComponentSet_Weather_01,
Weather,C,默认,NavigationBar,Pad横,C,全栏,NavigationBar_ComponentSet_Weather_01,
