app,scene,state,uiElement,device,screenMode,栏,variantId,notes
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,N栏,Sidebar_Component_PAD_NLC_00,"顶部导航栏 TopBar
侧边栏 Sidebar
底部导航栏 BottomBar"
Notes,NC,默认,AIWindow_Notes,手机竖,,全栏,NavigationBar_ComponentSet_10,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Fold外竖,,全栏,NavigationBar_ComponentSet_13,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Fold内竖,C,全栏,NavigationBar_ComponentSet_13,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Fold内横,C,全栏,NavigationBar_ComponentSet_13,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad竖,NC,N栏,NavigationBar_ComponentSet_00,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad竖,NC,C栏,NavigationBar_ComponentSet_10,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,N栏,NavigationBar_ComponentSet_00,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,C栏,NavigationBar_ComponentSet_12,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad横,NC,N栏,NavigationBar_ComponentSet_00,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad横,NC,C栏,NavigationBar_ComponentSet_10,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad横,NC收起,N栏,NavigationBar_ComponentSet_00,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,Pad横,NC收起,C栏,NavigationBar_ComponentSet_12,标题栏 NavigationBar
Notes,NC,默认,AIWindow_Notes,手机竖,,全栏,AIWindow_Options_01,选项 Options
Notes,NC,默认,AIWindow_Notes,Fold外竖,,全栏,AIWindow_Options_02,选项 Options
Notes,NC,默认,AIWindow_Notes,Fold内竖,C,全栏,AIWindow_Options_03,选项 Options
Notes,NC,默认,AIWindow_Notes,Fold内横,C,全栏,AIWindow_Options_04,选项 Options
Notes,NC,默认,AIWindow_Notes,Pad竖,NC,C栏,AIWindow_Options_05,选项 Options
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,C栏,AIWindow_Options_05,选项 Options
Notes,NC,默认,AIWindow_Notes,Pad横,NC,C栏,AIWindow_Options_06,选项 Options
Notes,NC,默认,AIWindow_Notes,Pad横,NC收起,C栏,AIWindow_Options_06,选项 Options
Notes,NC,默认,AIWindow_Notes,手机竖,,全栏,DrawerWindow_ComponentSet_high_01,容器
Notes,NC,默认,AIWindow_Notes,Fold外竖,,全栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Fold内竖,C,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Fold内横,C,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Pad竖,NC,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Pad横,NC,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,Pad横,NC收起,C栏,竖屏背景,容器
Notes,NC,默认,AIWindow_Notes,手机竖,,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Fold外竖,,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Fold内竖,C,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Fold内横,C,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Pad竖,NC,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Pad竖,NC收起,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Pad横,NC,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NC,默认,AIWindow_Notes,Pad横,NC收起,全栏,TextInput_ComponentSet_Notes_02,底部输入框 TextInput
Notes,NLC,默认,RecordNotes,手机竖,,全栏,RecordNotes_01,
Notes,NLC,默认,RecordNotes,Fold外竖,,全栏,RecordNotes_01,
Notes,LC,默认,RecordNotes,Fold内竖,LC,全栏,RecordNotes_02,
Notes,LC,默认,RecordNotes,Fold内横,LC,全栏,RecordNotes_02,
Notes,NLC,默认,RecordNotes,Pad竖,NLC,全栏,RecordNotes_02,
Notes,NLC,默认,RecordNotes,Pad竖,NLC收起,全栏,RecordNotes_02,
Notes,NLC,默认,RecordNotes,Pad横,NLC,全栏,RecordNotes_02,
Notes,NLC,默认,RecordNotes,Pad横,NLC收起,全栏,RecordNotes_02,
Notes,NLC,默认,AppSettings,手机竖,,全栏,NavigationBar_ComponentSet_02,一级
Notes,NLC,默认,AppSettings,Fold外竖,,全栏,NavigationBar_ComponentSet_02,一级
Notes,NC,默认,AppSettings,Fold内竖,NC,全栏,FloatingWindow_ComponentSet_01,一级
Notes,NC,默认,AppSettings,Fold内横,NC,全栏,FloatingWindow_ComponentSet_01,一级
Notes,NLC,默认,AppSettings,Pad竖,NLC,全栏,FloatingWindow_ComponentSet_01,一级
Notes,NLC,默认,AppSettings,Pad横,NLC,全栏,FloatingWindow_ComponentSet_01,一级
Notes,NLC,默认,AppSettings,手机竖,,全栏,NavigationBar_ComponentSet_02,二级
Notes,NLC,默认,AppSettings,Fold外竖,,全栏,NavigationBar_ComponentSet_02,二级
Notes,NC,默认,AppSettings,Fold内竖,NC,全栏,FloatingWindow_ComponentSet_02,二级
Notes,NC,默认,AppSettings,Fold内横,NC,全栏,FloatingWindow_ComponentSet_02,二级
Notes,NLC,默认,AppSettings,Pad竖,NLC,全栏,FloatingWindow_ComponentSet_02,二级
Notes,NLC,默认,AppSettings,Pad横,NLC,全栏,FloatingWindow_ComponentSet_02,二级
